SaleID,price
150000,38502.190361656016
150001,367.29756525292555
150002,7419.015034963707
150003,11838.212428621704
150004,597.9717226887556
150005,1790.115001119139
150006,4535.390873021516
150007,9923.54327505799
150008,3292.0233268865495
150009,2170.388038923816
150010,4138.162163935145
150011,6509.337350294903
150012,2431.710899674911
150013,12245.373402201716
150014,12043.685570491238
150015,324.2903141615419
150016,643.0689684772212
150017,6581.737955041564
150018,9527.399499264284
150019,1400.2031667495962
150020,4941.737620175104
150021,13494.140536043793
150022,1482.1358281791665
150023,15089.682907201133
150024,1483.4969993162806
150025,6319.034477291382
150026,1592.4963222665979
150027,3744.534031619125
150028,22292.486471914366
150029,18013.41961817904
150030,1501.1345490327458
150031,268.4658371750056
150032,3966.9472661525638
150033,2739.017087031766
150034,3330.9903359198006
150035,6984.049634583927
150036,1092.0536040156198
150037,3761.054872267975
150038,26117.676893473166
150039,1608.3896712221335
150040,13137.744738297639
150041,3656.6756008157413
150042,16500.854859138657
150043,25786.373614790144
150044,7650.050506130843
150045,2155.1317762392787
150046,2916.961361296939
150047,49712.55298171956
150048,1122.3001162393052
150049,34471.98403263342
150050,5050.15522943149
150051,9758.036153815712
150052,1084.276787316879
150053,615.1535013202633
150054,14777.249119156495
150055,4012.5004496669567
150056,834.1450715231745
150057,2392.1786031940337
150058,1086.783722224321
150059,2266.741340647094
150060,9161.780580431676
150061,3184.1357577582103
150062,1346.6440077699062
150063,11395.301518091801
150064,20604.68883452869
150065,9849.357501708091
150066,13068.556558710132
150067,3295.5464968423967
150068,1199.7619061016017
150069,2973.3350301990245
150070,1755.215936428902
150071,561.6816384669028
150072,1000.8852225561723
150073,22530.822835095507
150074,347.9502421602673
150075,1096.1215761297422
150076,2499.1370555498224
150077,7579.142569246807
150078,2513.048296137472
150079,4387.760904145227
150080,2621.3341069090084
150081,9077.374881875307
150082,14417.19479134302
150083,528.8235547478125
150084,3924.784898200658
150085,3546.598800769636
150086,36449.945183340125
150087,329.01387954654035
150088,2772.5178499280128
150089,3237.0869855390797
150090,1061.0405933824973
150091,7116.092034479583
150092,6009.791061865335
150093,773.3014249427322
150094,10928.57608572321
150095,165.13917590126465
150096,13376.604839657377
150097,8431.649986779757
150098,444.8445416806858
150099,389.0310967964541
150100,480.12161496307317
150101,4155.19221895673
150102,1579.2916747452787
150103,2760.397757919198
150104,4233.0909804301755
150105,929.9555363095244
150106,2073.9270978539143
150107,639.0652393220352
150108,7562.9145337781265
150109,2202.165873954342
150110,3792.1909479242895
150111,11337.959890926762
150112,11459.293225838152
150113,1690.526089010848
150114,1301.4388273654954
150115,2512.974862466931
150116,6779.687953274331
150117,2810.049396616633
150118,21047.008069798474
150119,9883.243140616369
150120,15011.416315844897
150121,1439.8861490786035
150122,7991.341616339825
150123,86.2924890682992
150124,14831.220432581213
150125,4085.979061083182
150126,2159.2036120753755
150127,15810.155159679636
150128,31945.15611254568
150129,3165.272593758843
150130,3250.852935312232
150131,824.8616653250554
150132,4158.4238063287785
150133,6241.6776905732995
150134,15575.905233788031
150135,1287.68739116547
150136,1487.7575238411473
150137,2967.352143577805
150138,7050.324930923203
150139,1031.3240029483195
150140,1391.140053589575
150141,1997.8221794142203
150142,9688.452288293964
150143,5747.619362899333
150144,1024.0237643951702
150145,1967.7374687253982
150146,6868.462862367286
150147,1284.5494710922765
150148,2270.600275072061
150149,842.1333000453744
150150,3621.323175264608
150151,7356.109686170134
150152,599.1027051947538
150153,784.1490036761052
150154,19234.399643287376
150155,2876.8033837401163
150156,364.15760729395606
150157,5382.124391866564
150158,1207.3683337364178
150159,9631.04974726629
150160,47167.80337099191
150161,845.8463214276474
150162,787.7113077940621
150163,762.282057106497
150164,5239.016419458056
150165,3506.471262657942
150166,6773.37766606263
150167,2723.218147447405
150168,5091.1227977328745
150169,2165.6295728674095
150170,3275.9040424927925
150171,4176.732598707116
150172,1634.4369412153867
150173,6171.152288184701
150174,2599.7231160471615
150175,615.225562890618
150176,23625.42802458955
150177,212.10188900226598
150178,1864.0510930265905
150179,3406.1358939918764
150180,971.4703719617189
150181,1531.0329133763998
150182,6277.376985336274
150183,994.900776042455
150184,710.6653062687128
150185,8922.378404962097
150186,2720.053244900668
150187,15520.609479493007
150188,2675.5222301672243
150189,5140.132730283969
150190,5141.3090889797
150191,120.8012086504612
150192,1840.8625108005238
150193,3967.9686345636073
150194,15776.214661314636
150195,798.4731725013064
150196,18691.330682849937
150197,3150.477919454822
150198,4259.154144507561
150199,2561.047465930258
150200,2291.7095052939158
150201,10354.963653005605
150202,2202.9813774411996
150203,426.5110049165073
150204,3706.9940309229078
150205,1017.572537656959
150206,12992.013176727007
150207,1599.265573777774
150208,1300.866226930075
150209,2154.534970897808
150210,6008.785971752714
150211,10514.88177887618
150212,10241.172582468203
150213,1173.430491427375
150214,4325.848984530788
150215,125.95383054563082
150216,26379.894061031344
150217,2752.4714279022264
150218,10911.270282193713
150219,11410.975060514967
150220,2080.027272094817
150221,8923.750942559931
150222,1006.3054938873883
150223,4515.090134097198
150224,621.5218031424123
150225,818.951688847595
150226,5923.576542355954
150227,686.4366315863963
150228,865.4266745396078
150229,776.9776611670029
150230,5299.536272258532
150231,716.3328440604239
150232,9473.521381821978
150233,1736.679099448881
150234,785.7984684592509
150235,3229.6057173876125
150236,683.7570048969994
150237,1544.1965858730005
150238,664.7889721116874
150239,1194.2939255171864
150240,7788.0670578095305
150241,1939.5459904409254
150242,7530.4840661479175
150243,3524.426319749197
150244,272.75192672907565
150245,2316.3947698925426
150246,2194.1748109750943
150247,2969.82908051327
150248,1587.204848684248
150249,3807.3980634320956
150250,801.8524965931192
150251,892.7148353724135
150252,16360.265527171368
150253,2181.350141964387
150254,4200.269624878278
150255,9971.354479127122
150256,466.60496515928435
150257,6707.433866426276
150258,8677.150209662534
150259,1921.5670039468964
150260,9946.738341921748
150261,2488.5523076444256
150262,683.9780178802637
150263,4640.4216835584775
150264,894.5976936259187
150265,1756.3846327867377
150266,497.3398106992721
150267,5567.915440574396
150268,1320.3336338490467
150269,11206.210678928011
150270,1090.9442380709602
150271,3806.3142682297967
150272,28306.287848288797
150273,25240.061250649225
150274,657.5407878638771
150275,92.33553986049678
150276,2344.408136839028
150277,12177.3635839567
150278,40919.16719076035
150279,7933.939422591244
150280,3341.642445185824
150281,912.0224546955192
150282,715.8810233577782
150283,24224.723871506005
150284,3913.0618570578404
150285,8669.385870008366
150286,17386.379950795344
150287,762.138077146822
